EC number,Text,Text Incomplete
1.1.1.41,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; isocitrate dehydrogenase (NAD+)",False
1.1.1.410,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.411,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.412,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.413,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.414,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.415,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.417,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.418,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; 4alpha-carboxy-5alpha-cholesta-7,24-dien-3beta-ol dehydrogenase/C4-decarboxylase",False
1.1.1.419,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.42,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; isocitrate dehydrogenase (NADP+)",False
1.1.1.420,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.421,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.424,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.425,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.44,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; phosphogluconate dehydrogenase (decarboxylating)",False
1.1.1.45,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; L-gulonate 3-dehydrogenase",False
1.1.1.47,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; glucose 1-dehydrogenase [NAD(P)]",False
1.1.1.48,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; galactose 1-dehydrogenase",False
1.1.1.49,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; glucose-6-phosphate dehydrogenase",False
1.1.1.50,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; androsterone dehydrogenase (B-specific)",False
1.1.1.51,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; dihydrotestosterone 17-beta-dehydrogenase",False
1.1.1.52,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; 3-alpha-hydroxycholanate dehydrogenase",False
1.1.1.53,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; androstan-3-alpha,17-beta-diol dehydrogenase",False
1.1.1.54,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; allyl-alcohol dehydrogenase",False
1.1.1.56,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; ribitol 2-dehydrogenase",False
1.1.1.57,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; fructuronate reductase",False
1.1.1.58,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; tagaturonate reductase",False
1.1.1.6,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; glycerol dehydrogenase [NAD+]",False
1.1.1.60,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; 2-hydroxy-3-oxopropionate reductase",False
1.1.1.61,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; 4-hydroxybutyrate dehydrogenase",False
1.1.1.62,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; estradiol 17-beta-dehydrogenase [NAD(P)]",False
1.1.1.64,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; testosterone 17-beta-dehydrogenase (NADP+)",False
1.1.1.65,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; pyridoxine:NADP 4-dehydrogenase",False
1.1.1.66,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; omega-hydroxydecanoate dehydrogenase",False
1.1.1.67,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; mannitol 2-dehydrogenase",False
1.1.1.69,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; gluconate 5-dehydrogenase",False
1.1.1.71,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; alcohol dehydrogenase [NAD(P)+]",False
1.1.1.73,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; octanol dehydrogenase (NAD+)",False
1.1.1.75,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; (R)-aminopropanol dehydrogenase",False
1.1.1.76,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; (S,S)-butanediol dehydrogenase",False
1.1.1.77,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; lactaldehyde reductase",False
1.1.1.78,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; methylglyoxal reductase (NADH)",False
1.1.1.79,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; glyoxylate reductase (NADPH)",False
1.1.1.8,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; glycerol-3-phosphate dehydrogenase (NAD+)",False
1.1.1.80,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; isopropanol dehydrogenase (NADP+)",False
1.1.1.81,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; hydroxypyruvate reductase",False
1.1.1.82,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; malate dehydrogenase (NADP+)",False
1.1.1.83,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; D-malate dehydrogenase (decarboxylating)",False
1.1.1.85,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; 3-isopropylmalate dehydrogenase",False
1.1.1.86,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; ketol-acid reductoisomerase",False
1.1.1.87,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; homoisocitrate dehydrogenase",False
1.1.1.88,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; hydroxymethylglutaryl-CoA reductase (NADH)",False
1.1.1.9,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; D-xylulose reductase",False
1.1.1.90,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; aryl-alcohol dehydrogenase (NAD+)",False
1.1.1.91,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; aryl-alcohol dehydrogenase (NADP+)",False
1.1.1.93,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; tartrate dehydrogenase",False
1.1.1.94,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; glycerol-3-phosphate dehydrogenase [NAD(P)+]",False
1.1.1.95,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; phosphoglycerate dehydrogenase",False
1.1.1.96,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; diiodophenylpyruvate reductase",False
1.1.1.n11,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.1.n12,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor; (3R)-hydroxyacyl-CoA dehydrogenase (NAD+)",False
1.1.1.n5,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor",True
1.1.2.3,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, cytochrome as acceptor; L-lactate dehydrogenase (cytochrome)",False
1.1.2.4,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, cytochrome as acceptor; D-lactate dehydrogenase (cytochrome)",False
1.1.2.6,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, cytochrome as acceptor; polyvinyl alcohol dehydrogenase (cytochrome)",False
1.1.2.7,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, cytochrome as acceptor; alcohol dehydrogenase (cytochrome c(L))",False
1.1.2.8,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, cytochrome as acceptor; alcohol dehydrogenase (cytochrome c)",False
1.1.2.9,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, cytochrome as acceptor",True
1.1.3.10,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; pyranose oxidase",False
1.1.3.12,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; pyridoxine 4-oxidase",False
1.1.3.13,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; alcohol oxidase",False
1.1.3.15,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; (S)-2-hydroxy-acid oxidase",False
1.1.3.16,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; ecdysone oxidase",False
1.1.3.17,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; choline:oxygen 1-oxidoreductase",False
1.1.3.20,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; long-chain-alcohol oxidase",False
1.1.3.21,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; glycerol-3-phosphate oxidase",False
1.1.3.29,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; N-acylhexosamine oxidase",False
1.1.3.37,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; D-arabinono-1,4-lactone oxidase",False
1.1.3.38,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; vanillyl-alcohol oxidase",False
1.1.3.4,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; glucose oxidase",False
1.1.3.41,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; xylitol oxidase",False
1.1.3.42,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase",True
1.1.3.43,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase",True
1.1.3.44,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase",True
1.1.3.45,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase",True
1.1.3.46,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase",True
1.1.3.47,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase",True
1.1.3.48,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase",True
1.1.3.5,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; hexose oxidase",False
1.1.3.6,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; cholesterol oxidase",False
1.1.3.8,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; L-gulonolactone oxidase",False
1.1.3.9,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; methanol oxidase; galactose oxidase",False
1.1.5.12,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; D-lactate dehydrogenase (quinone)",False
1.1.5.13,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; (S)-2-hydroxyglutarate dehydrogenase",False
1.1.5.14,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; fructose 5-dehydrogenase",False
1.1.5.2,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; quinoprotein glucose dehydrogenase",False
1.1.5.3,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; glycerol-3-phosphate dehydrogenase (quinone)",False
1.1.5.4,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; malate dehydrogenase (menaquinone)",False
1.1.5.5,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor",True
1.1.5.8,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; quinate dehydrogenase (quinone)",False
1.1.5.9,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor; glucose dehydrogenase (FAD, quinone)",False
1.1.9.1,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors",True
1.1.98.3,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors",True
1.1.98.6,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors",True
1.1.98.7,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors",True
1.1.99.1,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; choline dehydrogenase",False
1.1.99.14,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; glycolate dehydrogenase",False
1.1.99.18,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; cellobiose dehydrogenase (acceptor)",False
1.1.99.2,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; 2-hydroxyglutarate dehydrogenase",False
1.1.99.22,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; glycerol dehydrogenase (acceptor)",False
1.1.99.24,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; hydroxyacid-oxoacid transhydrogenase",False
1.1.99.28,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; glucose-fructose oxidoreductase",False
1.1.99.29,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; pyranose dehydrogenase (acceptor)",False
1.1.99.3,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; gluconate 2-dehydrogenase (acceptor)",False
1.1.99.31,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; (S)-mandelate dehydrogenase",False
1.1.99.32,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase",True
1.1.99.35,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; glucose dehydrogenase",False
1.1.99.36,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase",True
1.1.99.37,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase",True
1.1.99.38,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase",True
1.1.99.39,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; (R)-2-hydroxyglutarate dehydrogenase",False
1.1.99.40,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase",True
1.1.99.41,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase",True
1.1.99.42,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase",True
1.1.99.6,"oxidoreductase; oxidoreductase, acting on CH-OH group of donors; limonene-1,2-diol dehydrogenase; D-2-hydroxy-acid dehydrogenase",False
1.10.3.1,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor; catechol oxidase",False
1.10.3.11,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor; ubiquinol:oxygen oxidoreductase",False
1.10.3.16,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor",True
1.10.3.17,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor",True
1.10.3.2,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor; hydroquinone:oxygen oxidoreductase",False
1.10.3.3,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor; L-ascorbate oxidase",False
1.10.3.4,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor; o-aminophenol oxidase",False
1.10.3.9,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor; oxygen evolving",False
1.10.5.1,"oxidoreductase; oxidoreductase, acting on diphenols and related substances as donors; dihydronicotinamide riboside quinone reductase",False
1.11.1.1,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; NADH peroxidase",False
1.11.1.10,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; chloride peroxidase",False
1.11.1.11,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; L-ascorbate peroxidase",False
1.11.1.12,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; phospholipid-hydroperoxide glutathione peroxidase",False
1.11.1.13,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; manganese peroxidase",False
1.11.1.14,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; diarylpropane peroxidase",False
1.11.1.16,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; reactive-black-5:hydrogen-peroxide oxidoreductase",False
1.11.1.17,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.18,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; bromide peroxidase",False
1.11.1.19,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.2,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; NADPH peroxidase",False
1.11.1.20,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.21,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.22,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.23,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.24,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; thioredoxin-dependent peroxiredoxin",False
1.11.1.26,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; NADH-dependent peroxiredoxin",False
1.11.1.27,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.28,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase",True
1.11.1.5,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; cytochrome-c peroxidase",False
1.11.1.6,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; catalase",False
1.11.1.7,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; lactoperoxidase",False
1.11.1.8,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; iodide peroxidase",False
1.11.1.9,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; peroxidase; glutathione peroxidase",False
1.11.2.1,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor",True
1.11.2.2,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor",True
1.11.2.3,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor; plant seed peroxidase",False
1.11.2.4,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor",True
1.11.2.5,"oxidoreductase; oxidoreductase, acting on peroxide as acceptor",True
1.12.1.2,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, NAD or NADP as acceptor; hydrogen dehydrogenase",False
1.12.1.3,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, NAD or NADP as acceptor; hydrogen dehydrogenase (NADP+)",False
1.12.1.4,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, NAD or NADP as acceptor; hydrogenase (NAD+, ferredoxin)",False
1.12.1.5,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, NAD or NADP as acceptor",True
1.12.2.1,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, cytochrome as acceptor; cytochrome-c3 hydrogenase",False
1.12.5.1,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, with a quinone or similar compound as acceptor; hydrogen:quinone oxidoreductase",False
1.12.7.2,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, iron-sulfur protein as acceptor; ferredoxin hydrogenase",False
1.12.98.1,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, with other known acceptors; coenzyme F420 hydrogenase",False
1.12.98.2,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, with other known acceptors; N5,N10-methenyltetrahydromethanopterin hydrogenase",False
1.12.98.3,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, with other known acceptors; Methanosarcina-phenazine hydrogenase",False
1.12.98.4,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; oxidoreductase, acting on hydrogen as donor, with other known acceptors; sulfur reductase",False
1.12.99.6,"oxidoreductase; oxidoreductase, acting on hydrogen as donor; hydrogenase (acceptor)",False
1.13.11.1,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; catechol 1,2-dioxygenase",False
1.13.11.11,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; tryptophan 2,3-dioxygenase",False
1.13.11.12,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; linoleate 13S-lipoxygenase",False
1.13.11.15,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; 3,4-dihydroxyphenylacetate 2,3-dioxygenase",False
1.13.11.16,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; 3-carboxyethylcatechol 2,3-dioxygenase",False
1.13.11.18,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; sulfur dioxygenase",False
1.13.11.19,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; cysteamine dioxygenase",False
1.13.11.2,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; catechol 2,3-dioxygenase",False
1.13.11.20,"oxidoreductase; oxidoreductase, acting on single donors with incorporation of molecular oxygen; diphenyl ether 1,2-dioxygenase; cysteine dioxygenase",False
